ID;Host ID;Host Response Rate;Host Listings Count;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Weekly Price;Monthly Price;Guests Included;Extra People;Minimum Nights;Maximum Nights;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;Geolocation;Features
13744939;80486475;100;1;1;cortes;centro;28014;40.41226712295656;-3.694797190457278;apartment;private room;2;1;1;1;17;119;510;2;271;1;15;6;97;9;9;10;10;10;9;flexible;0.64;40.41226712295656, -3.694797190457278;0
7264569;6288128;96;10;10;cortes;centro;28014;40.41346588247738;-3.696903782894525;house;entire home/apt;4;2;2;4;128;896;3840;1;0;1;1125;88;90;9;9;9;9;10;9;flexible;4.18;40.41346588247738, -3.696903782894525;0
13725366;24854381;100;1;1;cortes;centro;28014;40.41182137432338;-3.693650244238985;apartment;entire home/apt;2;1;1;1;40;280;1200;1;0;5;1125;1;94;10;10;10;10;10;9;flexible;0.13;40.41182137432338, -3.693650244238985;0
14569835;89498753;96;39;39;cortes;centro;28014;40.410757907818144;-3.69451636754522;apartment;entire home/apt;5;2;2;4;89;623;2670;1;0;1;1125;1;94;10;10;10;10;10;9;flexible;0.18;40.410757907818144, -3.69451636754522;0
11990713;51176570;100;6;6;cortes;centro;28014;40.41650854105172;-3.69679268032956;other;entire home/apt;12;2;4;6;196;1372;5880;10;0;2;14;68;96;10;10;10;10;10;10;strict;5.6;40.41650854105172, -3.6967926803295597;1
17262265;41590411;100;4;4;cortes;centro;28014;40.41408212120119;-3.698647801815063;apartment;private room;2;2;1;2;32;224;960;1;0;2;1125;9;96;9;10;10;10;10;10;flexible;5.51;40.41408212120119, -3.698647801815063;0
15487784;15456024;100;6;6;cortes;centro;28014;40.40971905366387;-3.6928963113727793;apartment;entire home/apt;6;2;3;6;98;686;2940;2;10;2;1125;33;100;10;10;10;10;10;10;strict;5.89;40.40971905366387, -3.6928963113727793;0
7065114;25185269;100;1;1;cortes;centro;28014;40.4130323578114;-3.696639495006064;house;private room;1;1;1;2;42;294;1260;1;0;2;1125;17;96;10;10;10;10;10;10;flexible;1.46;40.413032357811396, -3.696639495006064;0
1788664;3528174;100;8;8;cortes;centro;28014;40.414950024266005;-3.697168336411749;apartment;entire home/apt;14;3;4;11;450;3150;13500;8;25;2;1125;30;87;9;9;9;9;10;9;strict;0.71;40.414950024266005, -3.697168336411749;0
15416800;6985578;92;1;1;embajadores;centro;28005;40.40878079799104;-3.697355884041132;apartment;entire home/apt;3;1;1;2;50;350;1500;1;0;3;1125;3;100;10;10;9;10;10;9;moderate;0.57;40.408780797991035, -3.697355884041132;0
3339270;2038652;100;3;3;embajadores;centro;28005;40.41308112933024;-3.70658792590881;apartment;entire home/apt;3;1;1;1;150;1050;4500;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.41308112933024, -3.70658792590881;0
18030238;15258781;100;114;114;embajadores;centro;28005;40.41178825574617;-3.7074045299345104;apartment;private room;1;2;1;1;15;105;450;1;0;10;1125;0;94;10;10;10;10;10;9;strict;1.0;40.41178825574617, -3.7074045299345104;0
15151669;34202410;100;1;1;embajadores;centro;28005;40.40877833148016;-3.698563778654298;apartment;entire home/apt;4;1;1;1;57;399;1710;2;12;2;1125;20;95;10;10;10;10;10;10;flexible;3.28;40.408778331480164, -3.698563778654298;1
5123133;9782579;100;3;3;embajadores;centro;28005;40.40772325999296;-3.69519564274489;apartment;entire home/apt;5;1;2;3;55;385;1650;2;12;4;1125;10;92;9;10;10;10;10;9;moderate;0.38;40.407723259992956, -3.69519564274489;0
11414260;59928949;70;2;2;embajadores;centro;28005;40.413007544220754;-3.704313767360688;apartment;entire home/apt;5;3;2;2;120;840;3600;4;10;2;1125;11;98;10;10;10;10;10;10;strict;0.87;40.413007544220754, -3.7043137673606874;0
14878194;59153910;90;1;1;embajadores;centro;28005;40.410391705378665;-3.6997736459516046;apartment;private room;2;2;1;1;38;266;1140;1;0;1;1125;24;94;10;10;10;10;9;9;strict;3.41;40.410391705378665, -3.6997736459516046;1
12180355;3330931;100;1;1;embajadores;centro;28005;40.40839413744352;-3.700742247089722;apartment;private room;1;1;1;1;14;98;420;1;0;4;1125;4;93;9;7;10;9;9;9;flexible;0.33;40.408394137443516, -3.700742247089722;0
6791509;5941001;100;2;2;embajadores;centro;28005;40.41115182943316;-3.701393048570188;apartment;entire home/apt;2;1;1;1;50;350;1500;1;20;1;1125;6;84;10;9;10;10;9;10;moderate;0.32;40.41115182943316, -3.7013930485701882;0
5475958;9193333;100;8;8;embajadores;centro;28005;40.40747195322558;-3.701308988651116;apartment;private room;2;1;1;1;30;210;900;1;0;2;1125;76;86;9;9;9;9;9;9;moderate;2.99;40.40747195322558, -3.701308988651116;0
17337052;18328590;100;1;1;embajadores;centro;28005;40.410537801916085;-3.708885821588132;condominium;entire home/apt;2;1;1;1;53;371;1590;1;0;2;1125;1;94;10;10;10;10;10;9;moderate;0.64;40.410537801916085, -3.708885821588132;0
7014936;36772792;100;1;1;embajadores;centro;28005;40.41078858247522;-3.7074198304108905;apartment;entire home/apt;2;1;0;1;40;280;1200;1;10;1;1125;7;86;9;8;10;10;9;9;flexible;0.62;40.41078858247522, -3.7074198304108905;0
4675111;5500409;98;12;12;embajadores;centro;28005;40.41075266800895;-3.703997540771898;apartment;entire home/apt;6;2;3;5;128;896;3840;3;20;1;365;112;97;10;10;10;10;9;10;moderate;3.94;40.41075266800895, -3.703997540771898;1
11910917;13630984;100;1;1;embajadores;centro;28005;40.407935364873225;-3.696513850922401;apartment;private room;5;1;1;4;57;399;1710;5;8;2;1128;76;92;10;9;10;10;10;9;strict;6.05;40.407935364873225, -3.696513850922401;1
16716492;24619741;100;5;5;cortes;centro;28014;40.41257187493121;-3.6966267988508776;bed & breakfast;entire home/apt;2;1;1;1;90;630;2700;2;5;2;1125;1;100;10;10;10;10;10;10;strict;0.39;40.41257187493121, -3.6966267988508776;0
11107003;47631495;100;6;6;cortes;centro;28014;40.41210837953882;-3.6960624719395008;house;private room;1;2;1;1;33;231;990;1;19;2;45;21;93;9;10;10;10;10;9;strict;1.54;40.41210837953882, -3.6960624719395008;0
477615;1408525;94;51;51;cortes;centro;28014;40.4147641565847;-3.6936327704425937;apartment;entire home/apt;2;1;1;1;86;602;2580;2;11;4;365;3;80;8;8;9;9;10;9;strict;0.18;40.4147641565847, -3.6936327704425937;0
16913075;112924752;100;1;1;embajadores;centro;28005;40.41174725318669;-3.704916110472311;house;private room;2;1;1;1;33;231;990;1;0;2;1125;4;90;10;9;9;10;10;9;flexible;2.11;40.41174725318669, -3.7049161104723107;0
13374152;39434420;100;1;1;embajadores;centro;28005;40.405911684189576;-3.700596176360524;apartment;private room;1;1;1;1;23;161;690;1;0;26;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.405911684189576, -3.700596176360524;0
13934903;47548114;88;3;3;embajadores;centro;28005;40.41191947081247;-3.6996584622625086;apartment;private room;1;0;1;1;15;105;450;1;0;2;1125;30;92;9;9;10;10;10;9;moderate;4.13;40.41191947081247, -3.6996584622625086;0
8075920;42359977;100;4;4;embajadores;centro;28005;40.41350043516671;-3.703281881262954;apartment;entire home/apt;6;1;2;2;120;840;3600;6;30;2;1125;2;80;9;10;10;10;10;9;strict;0.13;40.41350043516671, -3.703281881262954;0
15949926;50228547;100;1;1;embajadores;centro;28005;40.40854544784439;-3.696674218918013;apartment;private room;2;1;1;1;30;210;900;1;0;1;7;4;90;10;9;10;10;10;10;flexible;1.56;40.40854544784439, -3.696674218918013;0
15159091;50358027;97;4;4;embajadores;centro;28005;40.40896468353467;-3.694992580877453;loft;entire home/apt;2;1;0;1;43;301;1290;1;0;2;30;28;87;9;10;9;9;10;9;strict;4.31;40.40896468353467, -3.694992580877453;0
86042;364585;100;3;3;embajadores;centro;28005;40.4089360690116;-3.697660092303949;apartment;entire home/apt;7;1;3;4;100;700;3000;2;40;2;365;80;96;10;9;10;10;10;9;flexible;1.13;40.4089360690116, -3.6976600923039484;1
7153511;37463305;80;2;2;embajadores;centro;28005;40.40773230666288;-3.70383666339027;apartment;entire home/apt;3;1;2;2;70;490;2100;2;0;3;1125;8;100;10;10;10;10;10;10;moderate;0.66;40.40773230666288, -3.70383666339027;0
11690390;62111377;100;1;1;embajadores;centro;28005;40.40778810416354;-3.700162936069233;apartment;private room;2;1;1;1;70;490;2100;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.407788104163544, -3.700162936069233;0
7852772;21514948;75;164;164;embajadores;centro;28005;40.40893141360911;-3.7097384401655153;apartment;entire home/apt;7;2;3;5;165;1155;4950;4;10;2;1125;1;100;10;8;10;10;8;8;strict;0.06;40.40893141360911, -3.7097384401655153;0
15286058;97296347;90;1;1;embajadores;centro;28005;40.4111417301979;-3.700538470707088;apartment;entire home/apt;2;1;0;1;40;280;1200;1;0;2;1125;38;96;10;10;10;10;10;10;flexible;6.33;40.4111417301979, -3.7005384707070874;1
16924517;13397200;100;1;1;embajadores;centro;28005;40.41052445942593;-3.701112607015648;apartment;entire home/apt;2;1;0;1;36;252;1080;1;0;2;1125;3;90;9;10;10;10;10;10;moderate;1.64;40.41052445942593, -3.701112607015648;0
12463633;7241205;100;1;1;embajadores;centro;28005;40.41025285934196;-3.6983298100410433;apartment;entire home/apt;3;1;1;1;55;385;1650;2;7;3;15;11;98;10;10;9;10;10;10;strict;1.34;40.41025285934196, -3.6983298100410433;1
8804545;45339508;43;2;2;embajadores;centro;28005;40.40710857709043;-3.706526844746101;apartment;private room;1;1;1;1;27;189;810;1;0;1;1125;4;95;10;10;10;10;10;10;flexible;0.22;40.40710857709043, -3.706526844746101;0
3100897;15554378;100;1;1;embajadores;centro;28005;40.41121339881808;-3.706491741847992;apartment;entire home/apt;2;1;1;1;60;420;1800;1;0;2;1125;47;100;10;10;10;10;10;10;flexible;1.53;40.411213398818084, -3.706491741847992;0
11855697;15291781;100;3;3;embajadores;centro;28005;40.40905658988844;-3.706234693583184;apartment;entire home/apt;2;1;1;1;46;322;1380;1;0;3;30;47;86;8;9;10;10;9;9;strict;3.82;40.40905658988844, -3.706234693583184;0
5648371;28868255;100;4;4;cortes;centro;28014;40.41388361085543;-3.6973449984996;apartment;entire home/apt;6;1;2;3;190;1330;5700;1;0;5;1125;1;80;8;6;8;8;10;8;flexible;0.07;40.41388361085543, -3.6973449984995996;0
7611922;39472149;100;1;1;cortes;centro;28014;40.41190689278535;-3.6967942704650247;apartment;private room;2;1;1;1;35;245;1050;1;15;1;1125;15;92;10;10;10;10;10;9;flexible;0.78;40.41190689278535, -3.6967942704650247;0
4367426;22195314;100;2;2;cortes;centro;28014;40.41209309004273;-3.697046571527197;bed & breakfast;private room;2;1;1;1;50;350;1500;1;10;2;1125;38;89;8;9;9;10;10;9;strict;1.28;40.41209309004273, -3.6970465715271965;0
14383431;20891313;100;2;2;justicia;centro;28004;40.4267388118498;-3.696198483779238;apartment;entire home/apt;2;1;1;1;67;469;2010;2;20;2;1125;13;88;8;10;10;10;10;9;strict;1.83;40.426738811849795, -3.696198483779238;0
8345256;43988161;100;1;1;justicia;centro;28004;40.42256808994644;-3.698092744646724;apartment;private room;2;1;1;1;42;294;1260;1;6;2;1125;44;98;10;10;10;10;10;10;strict;2.33;40.42256808994644, -3.6980927446467238;0
17530741;117640648;100;4;4;justicia;centro;28004;40.42695209911159;-3.699856538986121;apartment;private room;2;0;1;1;29;203;870;1;8;1;1125;3;60;7;8;9;8;9;7;strict;3.0;40.42695209911159, -3.699856538986121;0
6964546;36517566;100;1;1;justicia;centro;28004;40.419850646234586;-3.699730175526741;apartment;entire home/apt;4;1;2;3;105;735;3150;2;20;4;1125;74;93;9;10;10;10;10;9;strict;3.53;40.419850646234586, -3.6997301755267413;0
6950554;23122774;100;8;8;justicia;centro;28004;40.42445915932765;-3.697804653691897;apartment;entire home/apt;2;1;0;1;40;280;1200;1;0;1;1125;94;90;9;10;9;9;10;9;flexible;4.43;40.42445915932765, -3.697804653691897;0
17695580;117752844;100;38;38;justicia;centro;28004;40.42673503726735;-3.700206180521844;apartment;private room;1;1;1;1;26;182;780;1;0;7;1125;0;94;10;10;10;10;10;9;strict;1.0;40.42673503726735, -3.700206180521844;0
11240529;35575308;100;7;7;justicia;centro;28004;40.42143871465596;-3.6989563176229145;apartment;private room;2;2;1;1;30;210;900;1;0;1;1125;36;96;9;10;10;10;10;9;strict;2.62;40.421438714655956, -3.6989563176229145;0
8829046;1595965;100;1;1;justicia;centro;28004;40.42661023492106;-3.699946569627603;apartment;entire home/apt;2;1;1;2;48;336;1440;1;10;5;1125;2;100;10;10;10;10;10;10;strict;0.36;40.42661023492106, -3.699946569627603;0
15337174;54310958;99;207;207;justicia;centro;28004;40.4197376896518;-3.6987167296253656;apartment;entire home/apt;4;2;1;1;90;630;2700;2;15;2;1125;1;80;10;10;10;10;8;8;strict;0.23;40.4197376896518, -3.6987167296253656;0
11043372;15194266;100;2;2;palacio;centro;28005;40.41265905518959;-3.708760847743202;apartment;entire home/apt;3;1;1;1;70;490;2100;2;15;2;1125;54;99;10;10;10;10;10;10;flexible;5.79;40.41265905518959, -3.708760847743202;1
1638499;8700664;100;1;1;palacio;centro;28005;40.41304650597278;-3.712068360882606;apartment;private room;2;1;1;2;35;245;1050;1;10;1;1125;2;100;10;10;10;10;10;10;flexible;0.06;40.41304650597278, -3.712068360882606;0
17496405;118563251;100;4;4;embajadores;centro;28005;40.41176324585896;-3.698918022106649;apartment;private room;2;1;1;1;34;238;1020;1;0;2;1125;3;100;10;10;10;10;10;9;strict;2.57;40.411763245858964, -3.6989180221066493;0
10481818;40581607;100;1;1;embajadores;centro;28005;40.40986513377984;-3.705357720065054;apartment;private room;2;1;1;1;32;224;960;1;12;3;1125;47;91;9;10;10;10;10;10;flexible;3.15;40.40986513377984, -3.705357720065054;0
2576294;12891006;100;2;2;embajadores;centro;28005;40.41353410672658;-3.7068083346776;bed & breakfast;private room;2;1;1;1;50;350;1500;1;0;2;365;109;92;9;9;10;10;10;9;flexible;2.96;40.41353410672658, -3.7068083346776;0
17693268;69600676;100;6;6;embajadores;centro;28005;40.4127108305398;-3.7072819898094056;apartment;entire home/apt;16;2;5;16;200;1400;6000;9;30;2;33;0;94;10;10;10;10;10;9;strict;1.0;40.4127108305398, -3.7072819898094056;1
13410693;3765282;100;4;4;embajadores;centro;28005;40.413353728677706;-3.706282926146365;apartment;private room;1;1;1;1;30;210;900;1;0;20;180;0;94;10;10;10;10;10;9;flexible;1.0;40.413353728677706, -3.7062829261463652;0
2382378;1422050;100;9;9;embajadores;centro;28005;40.40801660811666;-3.698537648112424;apartment;entire home/apt;3;1;1;2;50;350;1500;2;15;1;1125;79;85;9;9;10;9;10;9;moderate;2.17;40.40801660811666, -3.6985376481124237;0
16668833;20251058;90;1;1;embajadores;centro;28005;40.40753001704958;-3.705165559090233;apartment;entire home/apt;4;1;1;2;59;413;1770;2;5;1;1125;6;80;9;8;10;10;10;9;moderate;2.54;40.40753001704958, -3.705165559090233;0
1022800;5630612;100;1;1;embajadores;centro;28005;40.409215873058464;-3.706287951085138;apartment;entire home/apt;4;1;1;2;50;350;1500;2;5;3;1125;24;94;10;9;10;10;10;9;moderate;0.81;40.409215873058464, -3.706287951085138;0
17716832;25499277;100;1;1;embajadores;centro;28005;40.406696519354725;-3.706618123370244;apartment;private room;2;1;1;1;40;280;1200;1;20;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.406696519354725, -3.706618123370244;0
6910173;34661997;100;2;2;embajadores;centro;28005;40.41295725781085;-3.7069066951667113;apartment;private room;1;1;1;1;30;210;900;1;15;7;30;1;100;10;10;10;10;10;8;flexible;0.05;40.41295725781085, -3.7069066951667105;0
12977891;71435660;96;5;5;embajadores;centro;28005;40.41318763388209;-3.703297494887276;apartment;private room;4;1;1;2;110;770;3300;4;5;1;90;2;100;10;10;10;10;10;8;strict;0.34;40.41318763388209, -3.703297494887276;0
493238;2436735;100;3;3;embajadores;centro;28005;40.40659382704486;-3.7068356937408047;apartment;entire home/apt;4;1;1;2;50;350;1500;2;10;4;1125;150;93;9;10;10;10;9;9;flexible;2.57;40.40659382704486, -3.7068356937408047;0
546724;2688605;100;1;1;vista alegre;carabanchel;28025;40.38624734827383;-3.7414696873274265;apartment;entire home/apt;2;1;3;1;79;553;2370;1;0;6;330;0;94;10;10;10;10;10;9;strict;1.0;40.38624734827383, -3.7414696873274265;0
14811421;84213235;100;16;16;vista alegre;carabanchel;28025;40.38859917708453;-3.740330396465658;apartment;shared room;1;1;1;8;10;70;300;1;10;3;30;5;92;10;10;10;10;8;10;moderate;0.91;40.38859917708453, -3.740330396465658;0
16433001;95714908;100;1;1;puerta bonita;carabanchel;28025;40.38398608713784;-3.7400336574059008;apartment;entire home/apt;8;2;4;8;120;840;3600;1;0;1;1125;1;100;10;8;10;10;10;10;flexible;0.54;40.383986087137835, -3.7400336574059008;0
6848997;35887026;100;1;1;almendrales;usera;28026;40.38766369117529;-3.700056599041429;apartment;entire home/apt;2;1;1;2;40;280;1200;1;0;1;1125;3;93;10;10;10;10;9;9;flexible;0.14;40.38766369117529, -3.7000565990414285;0
1665067;8814428;67;2;2;zofío;usera;28026;40.38406408051328;-3.712819624778708;apartment;private room;1;1;1;1;20;140;600;1;10;7;1125;2;100;10;10;10;10;10;10;flexible;0.08;40.384064080513284, -3.7128196247787075;0
4269287;22163646;100;1;1;pradolongo;usera;28026;40.38193324430913;-3.706708882261754;bed & breakfast;private room;2;1;1;1;40;280;1200;1;0;2;1125;6;88;9;10;10;10;8;9;flexible;0.21;40.38193324430913, -3.706708882261754;0
16565814;4050339;100;2;2;san diego;puente de vallecas;28053;40.38576640509845;-3.668886164368927;apartment;entire home/apt;4;1;0;3;49;343;1470;3;0;1;1125;4;80;7;7;10;10;8;6;flexible;2.61;40.38576640509845, -3.6688861643689266;0
16721576;110789241;100;1;1;san diego;puente de vallecas;28053;40.38848022550928;-3.666369803801484;apartment;private room;3;1;1;2;21;147;630;1;10;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.388480225509284, -3.666369803801484;0
16597499;109483014;100;2;2;san diego;puente de vallecas;28053;40.39668954397108;-3.670119785909744;apartment;private room;1;1;1;1;15;105;450;1;10;1;30;20;83;9;9;9;8;8;8;strict;6.32;40.39668954397108, -3.6701197859097436;0
13182402;30341173;100;1;1;san diego;puente de vallecas;28053;40.38559812947873;-3.66842046847118;apartment;private room;2;2;1;1;30;210;900;1;0;2;1125;6;80;8;8;8;8;7;8;moderate;0.58;40.38559812947873, -3.6684204684711803;0
12651055;29852180;97;3;3;san diego;puente de vallecas;28053;40.38294701098565;-3.6654883426068223;apartment;private room;3;1;1;1;25;175;750;2;12;1;1125;7;77;8;8;8;9;8;8;strict;0.67;40.38294701098565, -3.6654883426068223;0
16407005;88124182;50;1;1;palomeras bajas;puente de vallecas;28038;40.38976419124676;-3.6572982259262248;apartment;entire home/apt;4;1;3;3;60;420;1800;1;0;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.38976419124676, -3.6572982259262248;0
8743354;45867999;100;1;1;media legua;moratalaz;28030;40.4089618254684;-3.661040980138648;house;private room;2;2;4;1;29;203;870;1;12;2;1125;5;84;10;9;8;9;8;8;moderate;0.35;40.4089618254684, -3.6610409801386474;0
6987552;36635052;88;1;1;vinateros;moratalaz;28030;40.40576475645943;-3.646757639536348;apartment;entire home/apt;4;1;2;2;65;455;1950;1;0;2;32;12;87;9;8;10;10;9;9;strict;1.72;40.405764756459426, -3.6467576395363475;0
12050912;64534746;100;1;1;pueblo nuevo;ciudad lineal;28017;40.43108351591466;-3.6410300652858383;apartment;private room;1;2;1;1;35;245;1050;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.43108351591466, -3.6410300652858383;0
14737116;49244007;100;2;2;quintana;ciudad lineal;28027;40.43399411422317;-3.646265673603589;apartment;private room;2;1;1;1;15;105;450;1;8;5;1125;3;100;10;10;10;10;9;10;moderate;0.43;40.43399411422317, -3.6462656736035894;0
9122942;43184738;100;2;2;concepción;ciudad lineal;28027;40.43357292822208;-3.658712989903707;apartment;private room;1;2;1;1;25;175;750;1;0;2;1125;5;96;10;10;10;10;9;9;strict;0.29;40.43357292822208, -3.658712989903707;0
5740305;25633808;100;2;2;concepción;ciudad lineal;28027;40.44259132700751;-3.638471971872292;house;entire home/apt;4;1;1;1;51;357;1530;1;7;1;1125;28;87;9;8;9;9;9;9;moderate;1.14;40.44259132700751, -3.6384719718722915;0
17306054;116196433;100;2;2;concepción;ciudad lineal;28027;40.44457318890799;-3.6429633394383663;apartment;entire home/apt;4;1;1;2;50;350;1500;2;20;7;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.44457318890799, -3.6429633394383663;0
9397754;48313528;100;2;2;san juan bautista;ciudad lineal;28043;40.45020649959361;-3.6536678865498;apartment;private room;2;1;1;3;39;273;1170;1;36;1;1125;14;96;10;10;10;10;10;10;flexible;0.91;40.45020649959361, -3.6536678865498;0
1741142;9166356;26;2;2;colina;ciudad lineal;28043;40.45712016836188;-3.6556929478412856;apartment;entire home/apt;4;1;0;2;50;350;1500;2;10;3;90;81;85;9;8;9;9;9;9;moderate;1.93;40.457120168361875, -3.6556929478412856;0
15984516;22636814;0;1;1;costillares;ciudad lineal;28033;40.472083049786455;-3.665904686556493;house;private room;1;1;1;1;35;245;1050;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.472083049786455, -3.6659046865564924;0
14976208;46023547;100;2;2;costillares;ciudad lineal;28033;40.46920716333629;-3.663993417367208;house;private room;1;1;1;1;29;203;870;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.46920716333629, -3.6639934173672075;0
14567517;88625874;69;5;5;palomas;hortaleza;28042;40.4538773491032;-3.612173920483893;chalet;private room;2;1;1;1;65;455;1950;1;0;1;1125;2;90;10;10;10;10;10;9;flexible;0.3;40.453877349103195, -3.6121739204838934;0
14465432;41978004;100;3;3;piovera;hortaleza;28043;40.451560763105306;-3.648184318131475;house;private room;2;1;1;2;45;315;1350;1;15;2;1125;14;100;10;10;10;10;10;10;flexible;2.01;40.451560763105306, -3.648184318131475;1
17130106;115138216;100;2;2;canillas;hortaleza;28043;40.46449866649634;-3.6255056100829073;bed & breakfast;private room;2;1;1;1;20;140;600;1;0;1;1125;12;87;9;9;9;9;9;9;flexible;7.5;40.46449866649634, -3.6255056100829073;0
16609927;48460158;90;1;1;pinar del rey;hortaleza;28033;40.47190271451522;-3.654105036055052;apartment;private room;1;1;1;1;18;126;540;1;0;1;1125;1;100;10;10;10;10;10;10;flexible;1.0;40.47190271451522, -3.654105036055052;0
15452280;49636071;100;3;3;pinar del rey;hortaleza;28033;40.4787340272333;-3.6505085900091903;apartment;private room;2;1;1;2;20;140;600;1;10;3;1125;2;100;10;10;10;10;10;10;strict;0.41;40.4787340272333, -3.6505085900091903;0
4089145;12090537;100;4;4;apostol santiago;hortaleza;28033;40.47731754862488;-3.662229320348167;apartment;private room;2;2;1;2;25;175;750;1;10;2;1125;21;96;9;9;10;10;8;9;moderate;0.69;40.47731754862488, -3.6622293203481666;0
4213974;3326651;100;1;1;valdefuentes;hortaleza;28055;40.49583998685995;-3.617719410142151;apartment;private room;1;1;1;1;20;140;600;1;13;1;1125;2;100;10;10;10;10;8;10;flexible;0.07;40.49583998685995, -3.6177194101421506;0
5384187;27882683;100;1;1;valdefuentes;hortaleza;28055;40.4890548730248;-3.661947116870324;bed & breakfast;private room;1;1;1;1;30;210;900;1;0;1;1125;39;97;10;10;10;10;9;10;moderate;1.54;40.4890548730248, -3.6619471168703237;1
17042796;48219632;100;3;3;los rosales;villaverde;28021;40.34983291814751;-3.691394500226655;apartment;private room;1;1;1;1;13;91;390;1;0;2;1125;5;100;10;10;10;10;10;10;moderate;2.42;40.34983291814751, -3.691394500226655;0
707153;3634681;100;3;3;casco histórico de vallecas;villa de vallecas;28051;40.36642730966062;-3.591248712414325;apartment;private room;2;1;1;1;20;140;600;1;10;2;365;36;97;10;10;10;10;9;10;flexible;0.7;40.36642730966062, -3.5912487124143255;1
10154799;5748278;100;3;3;simancas;san blas - canillejas;28037;40.43121129162616;-3.630182061599836;apartment;entire home/apt;4;1;2;2;43;301;1290;1;0;4;7;1;100;10;10;10;10;6;10;moderate;0.06;40.43121129162616, -3.630182061599836;0
13124184;57857894;28;6;6;simancas;san blas - canillejas;28037;40.433389254460295;-3.631590109679177;apartment;entire home/apt;4;1;1;2;75;525;2250;1;0;1;1125;0;94;10;10;10;10;10;9;super_strict_60;1.0;40.433389254460295, -3.6315901096791765;0
18092701;108018869;100;3;3;amposta;san blas - canillejas;28037;40.42558700337539;-3.624186423119741;apartment;private room;2;1;1;2;16;112;480;1;16;2;1125;0;94;10;10;10;10;10;9;moderate;1.0;40.42558700337539, -3.6241864231197405;0
11509649;60642207;100;1;1;rejas;san blas - canillejas;28022;40.44482894869637;-3.5871817923856923;apartment;entire home/apt;6;2;3;5;80;560;2400;3;10;2;1125;35;94;10;10;10;10;9;9;flexible;3.35;40.44482894869637, -3.5871817923856923;0
13120503;73003464;83;1;1;alameda de osuna;barajas;28042;40.45582813421189;-3.586990776016781;apartment;private room;2;1;1;1;45;315;1350;1;0;1;3;16;100;10;10;10;10;10;10;moderate;1.53;40.45582813421189, -3.586990776016781;1
7932151;41822330;100;15;15;casco histórico de barajas;barajas;28042;40.475222186400266;-3.579212526929318;apartment;private room;4;0;1;2;55;385;1650;2;25;1;1125;13;86;10;10;9;9;9;9;strict;0.67;40.475222186400266, -3.579212526929318;0
17410608;9885245;100;13;13;palacio;centro;28005;40.41089366602056;-3.712536539377872;apartment;entire home/apt;4;1;2;2;50;350;1500;2;25;1;1125;6;100;10;9;10;10;10;10;strict;4.29;40.410893666020556, -3.7125365393778718;0
4411068;3219367;100;1;1;palacio;centro;28005;40.41203416359863;-3.71484521451966;apartment;entire home/apt;4;1;1;2;60;420;1800;2;15;3;365;49;94;10;10;10;10;10;9;moderate;1.73;40.41203416359863, -3.71484521451966;0
7813139;32006394;100;1;1;palacio;centro;28005;40.41494296143138;-3.7082427849929656;apartment;entire home/apt;4;1;0;2;65;455;1950;2;10;1;1125;75;90;9;9;9;9;10;9;strict;3.83;40.41494296143138, -3.7082427849929656;0
13199475;23490982;100;1;1;palacio;centro;28005;40.41843989382335;-3.711417609968986;apartment;entire home/apt;6;3;4;6;200;1400;6000;1;0;2;1125;22;95;10;9;10;10;10;9;flexible;2.15;40.41843989382335, -3.711417609968986;0
17870505;17499500;100;16;16;palacio;centro;28005;40.41618750356087;-3.711094893531684;house;entire home/apt;4;1;1;2;99;693;2970;2;0;1;365;0;94;10;10;10;10;10;9;strict;1.0;40.41618750356087, -3.7110948935316843;0
6550665;15258781;100;114;114;palacio;centro;28005;40.41815077022148;-3.7110857870410943;apartment;private room;2;2;1;1;25;175;750;1;5;10;1125;1;40;6;2;6;4;8;4;strict;0.05;40.41815077022148, -3.7110857870410943;0
12187235;33049567;100;5;5;palacio;centro;28005;40.40982895317976;-3.711072698977531;apartment;entire home/apt;2;1;1;1;42;294;1260;2;0;6;1125;16;88;9;9;10;10;10;9;strict;1.4;40.40982895317976, -3.711072698977531;0
13476439;54619248;90;3;3;palacio;centro;28005;40.40946780699378;-3.715349839199873;apartment;private room;3;1;1;1;35;245;1050;2;10;2;1125;21;93;9;10;10;10;10;9;moderate;2.22;40.40946780699378, -3.7153498391998725;0
